PT1,PT2,PT3,PT4,PT5,PT6,PT7,PT8,PT9,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,PT49,PT50,PT51,PT52,PT53,PT54,PT55,PT56,PT57,PT58,PT59,PT60,PT61,PT62,PT63,PT64,PT65,PT66,PT67,PT68,PT69,PT70,PT71,PT72,PT73,PT74,PT75,PT76,PT77,PT78,PT79,PT80,PT81,PT82,PT83,PT84,PT85,PT86,PT87,PT88,PT89,PT90,PT91,PT92,PT93,PT94,PT95,PT96
0.733403333,0.741551408,0.548110571,0.248500274,0.045157668,0.027010865,0.111030998,0.210466925,0.288933767,0.333393556,0.366188,0.385336829,0.395486787,0.404445542,0.400245932,0.396901583,0.392920861,0.381522645,0.377967151,0.371319699,0.359703698,0.34542505,0.339588177,0.3297956,0.32008505,0.30942525,0.299269695,0.285340025,0.280211136,0.272139339,0.263331669,0.254466397,0.248067007,0.238126684,0.228538104,0.222021567,0.217013201,0.207480582,0.208395772,0.198647538,0.188768066,0.182440966,0.178073472,0.174152978,0.173399649,0.161681774,0.159564482,0.154889967,0.149401608,0.145291519,0.142250897,0.136967505,0.129002501,0.128187141,0.127530145,0.121901706,0.122603023,0.117889451,0.114264416,0.109470691,0.10560991,0.103780419,0.106305196,0.099966719,0.094311483,0.09590019,0.087499769,0.087011512,0.08820828,0.088515526,0.084076235,0.083273777,0.079967878,0.082943311,0.076141294,0.076438759,0.071305617,0.075005975,0.074450889,0.069691356,0.072524818,0.06785307,0.069123842,0.065325618,0.064385971,0.064335738,0.06085075,0.059380508,0.056941173,0.056227154,0.055004201,0.052086387,0.051322199,0.055009589,0.051048088,0.056059786
0.647311408,0.753751111,0.64232623,0.376745595,0.115368754,0.011394964,0.056682786,0.154969064,0.248031816,0.306925871,0.351137076,0.378706237,0.393614795,0.405038801,0.403957263,0.407717435,0.404353061,0.397548733,0.392739036,0.387183894,0.377663828,0.365481669,0.35871511,0.350535746,0.34082359,0.330887005,0.32082555,0.309648852,0.303593979,0.293893447,0.285141867,0.276094965,0.268823255,0.258530006,0.252080984,0.24416067,0.238904508,0.229410008,0.226886109,0.218602503,0.208241732,0.203213554,0.197529447,0.193227156,0.189083041,0.179040502,0.176648539,0.171444572,0.167791421,0.162068581,0.159991919,0.155750957,0.148107327,0.144280438,0.1436236,0.137231884,0.136944238,0.130909525,0.127656568,0.122605505,0.11773987,0.115814713,0.119579591,0.112442608,0.107783258,0.109105156,0.100594664,0.099335962,0.101422122,0.099396465,0.093251449,0.09404209,0.090129348,0.091360537,0.087581118,0.087218727,0.080540813,0.082189159,0.083661887,0.076877249,0.08226097,0.076504027,0.078749893,0.07427864,0.073296003,0.073417406,0.068517848,0.066881575,0.06424051,0.063670927,0.063113022,0.058347463,0.058879058,0.062548711,0.059045486,0.063233133
0.504023183,0.719674972,0.687836682,0.490544471,0.219675156,0.042259731,0.032384226,0.109510974,0.205303101,0.277121531,0.331305197,0.366454203,0.386448678,0.398326131,0.402899493,0.413775461,0.411223413,0.410696401,0.402949951,0.396409822,0.39110449,0.384868086,0.374631759,0.366748144,0.357368867,0.349417286,0.339771231,0.334169683,0.325326981,0.313281525,0.304756118,0.295921961,0.28688061,0.278290452,0.275988765,0.266590047,0.25866574,0.251308147,0.241701971,0.237066463,0.22845799,0.224305652,0.216931738,0.212960829,0.202288269,0.197530091,0.193808333,0.188624128,0.185586211,0.178929788,0.176796205,0.173982151,0.169097456,0.160496485,0.160506286,0.153430672,0.15072955,0.143176231,0.141769684,0.13523533,0.131415208,0.128182037,0.131378286,0.125521181,0.122821389,0.121599178,0.116498637,0.112577044,0.115340906,0.108711097,0.102951386,0.105452662,0.10032449,0.098746607,0.100006327,0.097917127,0.090652827,0.089467578,0.091029135,0.08457717,0.090067393,0.084519739,0.087700935,0.082895621,0.081114219,0.081858417,0.075132411,0.075183119,0.071818764,0.072034842,0.071212654,0.066569526,0.067388393,0.069461694,0.067218699,0.06838083
0.666039898,0.494635348,0.216344516,0.045887295,0.068938991,0.178158444,0.265685471,0.31752056,0.345810771,0.360003348,0.366886978,0.366671443,0.363518363,0.359718371,0.353330298,0.340550131,0.330853401,0.320250738,0.307912794,0.297924832,0.286656993,0.277332353,0.266690234,0.25512838,0.247288827,0.23495644,0.227763562,0.2188364,0.207835073,0.200905506,0.193236456,0.187173264,0.179761094,0.174938066,0.166723793,0.159751738,0.153159396,0.14969971,0.143414163,0.138220701,0.135533922,0.1290148,0.124949381,0.121620387,0.118441451,0.115339409,0.108987811,0.107540771,0.101713081,0.100082797,0.094538026,0.091553208,0.088531858,0.086730371,0.085322167,0.082777239,0.081120158,0.07832642,0.078135234,0.073281307,0.074301329,0.071031292,0.068437866,0.067947517,0.06487648,0.061438045,0.061848329,0.059487855,0.057444308,0.056186838,0.057138019,0.055216239,0.05302975,0.05404549,0.049446041,0.048600264,0.048968694,0.050408575,0.045682222,0.04655904,0.043370507,0.043048901,0.043422892,0.042756887,0.039893219,0.040448142,0.038411372,0.040100732,0.036940736,0.037991772,0.035783645,0.037211195,0.034778415,0.034039105,0.032655744,0.03261749
0.738948193,0.636802049,0.376236316,0.116255626,0.029565278,0.095906179,0.191780989,0.267981295,0.317495937,0.343648844,0.361205802,0.368935429,0.371648723,0.374248236,0.368811704,0.358692954,0.352013459,0.339771728,0.333036938,0.323932422,0.312367283,0.300633861,0.292915818,0.281580318,0.272887967,0.261260879,0.252957726,0.241094284,0.232842465,0.226385869,0.218283434,0.210811078,0.204294973,0.197344722,0.187518814,0.181073101,0.175441698,0.169008579,0.167566832,0.1597929,0.153892598,0.146852967,0.143358787,0.140013609,0.139142702,0.131418714,0.127476619,0.124419816,0.117801861,0.11559384,0.111169277,0.106507569,0.101155645,0.100787875,0.100235809,0.09585228,0.095991472,0.09238189,0.090668835,0.085510621,0.084795316,0.082113801,0.082115461,0.078973252,0.07399027,0.073530791,0.069487736,0.067908304,0.067625866,0.067795503,0.066982792,0.065029233,0.062332174,0.06516555,0.05848072,0.058548423,0.056216525,0.05981121,0.056237602,0.055358636,0.054619169,0.051863858,0.052445588,0.050457611,0.048448412,0.048977735,0.046539988,0.046965952,0.043918587,0.044254699,0.041992508,0.041901231,0.039785875,0.041931186,0.038566222,0.041767021
0.757120024,0.734863534,0.529171855,0.233755191,0.042072685,0.032298077,0.114130778,0.207878855,0.280127224,0.320211607,0.349964727,0.367681384,0.375514419,0.383731585,0.379474742,0.374657102,0.369420115,0.358205212,0.354887394,0.347523859,0.336071317,0.322222479,0.316986591,0.307809004,0.298072517,0.286430703,0.277530006,0.26448451,0.257576523,0.251260471,0.242928331,0.234138988,0.228492387,0.218978845,0.209207799,0.202268672,0.198823956,0.189958677,0.191115146,0.181136088,0.172376449,0.165879255,0.162571131,0.158302247,0.158798014,0.14802506,0.145386732,0.140578922,0.135718495,0.131532842,0.12923952,0.124169718,0.116257349,0.115973402,0.115448113,0.109480149,0.110846669,0.106575357,0.103383595,0.098879467,0.095658721,0.093658624,0.096695211,0.090676395,0.084812134,0.086794509,0.078711973,0.078224669,0.078954292,0.080104013,0.076342051,0.075256713,0.072372741,0.075811253,0.068333918,0.069096465,0.064401057,0.068285368,0.067165155,0.063205403,0.066202512,0.061442809,0.062246458,0.059287216,0.057928588,0.058037829,0.055281536,0.053706117,0.051220498,0.050892269,0.049219117,0.046576911,0.046095918,0.05027647,0.045258362,0.051189391
0.71589773,0.777482276,0.643176641,0.37132912,0.107481508,0.00485527,0.048720749,0.145368916,0.236111216,0.290928488,0.333243875,0.361720992,0.374293416,0.386325346,0.384645431,0.386897092,0.381813622,0.374876424,0.371780261,0.366209514,0.355972585,0.342060076,0.337537682,0.331519661,0.321026181,0.309154493,0.300439446,0.28884666,0.281023141,0.274235554,0.265878301,0.256326327,0.250779531,0.239555253,0.231602633,0.223148539,0.221675898,0.212014278,0.211674789,0.20112672,0.191167937,0.185930927,0.182147571,0.176165853,0.175939455,0.165447036,0.162107012,0.156002016,0.15469057,0.147652156,0.147618168,0.143416439,0.134039105,0.131879858,0.13064397,0.12379368,0.125034934,0.120279906,0.116478752,0.112903789,0.107668093,0.105848083,0.110836533,0.103065248,0.097737396,0.100149249,0.090508268,0.090717696,0.091149688,0.091904915,0.085250908,0.085792183,0.082878114,0.085223506,0.078815437,0.079562607,0.073876915,0.075846479,0.077260723,0.070139608,0.07655467,0.071052547,0.072086946,0.068891176,0.067464349,0.066939847,0.063860049,0.060445087,0.05860998,0.05798136,0.057211126,0.052079124,0.053826664,0.058185262,0.052513678,0.059407225
0.614284072,0.767980706,0.704756634,0.49825507,0.21222256,0.025407719,0.012587481,0.091838045,0.18973203,0.25800696,0.311603097,0.350056009,0.367652633,0.38162517,0.384976499,0.39445776,0.389472763,0.388882941,0.383785129,0.378494676,0.371356226,0.360979033,0.354753751,0.350885694,0.34020133,0.328890992,0.320984286,0.313595626,0.302747397,0.294834639,0.286656624,0.276944039,0.270428432,0.259555412,0.254576672,0.244193694,0.242601341,0.234277275,0.228504837,0.219656201,0.210760876,0.20657382,0.201761182,0.194503215,0.190621842,0.184107891,0.17855693,0.171891935,0.173437781,0.163987825,0.165202127,0.16248601,0.15392743,0.148070685,0.146394494,0.139052965,0.138622883,0.133296147,0.1302748,0.126677554,0.121335159,0.118582346,0.123675634,0.116192812,0.112448917,0.112899706,0.105192645,0.104487571,0.104048197,0.102268153,0.094604225,0.09688939,0.093527571,0.093533882,0.090197802,0.089892223,0.084486562,0.083392553,0.085680093,0.077380355,0.084925772,0.080129334,0.081311213,0.078355061,0.076073438,0.075235934,0.07152842,0.067905367,0.066242744,0.065924864,0.065412277,0.059487509,0.062686499,0.065399034,0.060078206,0.065582526
0.458032296,0.723983492,0.723978959,0.591623978,0.334653128,0.097219959,0.018038362,0.057517271,0.145254596,0.222955756,0.284964728,0.332383785,0.355557507,0.370564213,0.382049289,0.397348979,0.393838507,0.399308352,0.392579218,0.384386677,0.382877844,0.380022521,0.370214625,0.365616406,0.354925032,0.345801398,0.338785687,0.337764278,0.322653592,0.313300312,0.305515715,0.295683767,0.287813117,0.279696033,0.277500044,0.265803226,0.260869017,0.255875151,0.243072936,0.237150275,0.231366199,0.226707975,0.221038739,0.214846018,0.204317016,0.204251188,0.196580585,0.189770529,0.190386414,0.180407505,0.180974907,0.179517312,0.174255642,0.16402969,0.163639611,0.155042495,0.15198577,0.14586312,0.14486687,0.139276402,0.136595853,0.131404061,0.135152081,0.129994261,0.127714645,0.124962414,0.122021943,0.117685791,0.117371849,0.110797717,0.105591786,0.108888443,0.103909432,0.101642589,0.102822587,0.100367857,0.095584845,0.092419123,0.092196009,0.086763582,0.091718821,0.088657755,0.089451362,0.086548887,0.082959363,0.082593886,0.077818478,0.076942781,0.074548818,0.075145661,0.072924727,0.069537679,0.072142448,0.072491444,0.067543502,0.069969878
0.691427816,0.581871641,0.330513506,0.098480483,0.041202236,0.119008545,0.209438321,0.275616024,0.314752115,0.336435806,0.349161595,0.352738522,0.352363441,0.352501674,0.347419269,0.336305536,0.328235267,0.317052744,0.3078344,0.29761187,0.287141714,0.278288461,0.269289534,0.256994708,0.249378077,0.23704509,0.230386047,0.221255731,0.210474476,0.204418135,0.196959598,0.190457631,0.183312113,0.178437188,0.170516776,0.163072683,0.156847508,0.15219828,0.148180065,0.142633008,0.138686417,0.131839875,0.128093303,0.126059876,0.123099079,0.118166929,0.113735352,0.111637661,0.10412892,0.10304061,0.097780433,0.094104828,0.09068445,0.089240049,0.089424793,0.084874771,0.084496244,0.080396828,0.080167985,0.074066691,0.075069413,0.071943157,0.072048887,0.070171265,0.065549953,0.064760202,0.062542156,0.059248884,0.059949043,0.058509209,0.059527886,0.05734268,0.054396268,0.056719821,0.052144565,0.051829125,0.049326037,0.052503457,0.048140816,0.048997726,0.047819241,0.044560527,0.045608963,0.043887029,0.041456578,0.043156298,0.039963555,0.042399097,0.038078403,0.03944185,0.036692523,0.037419793,0.034744769,0.037023247,0.034181411,0.035871872
0.745041845,0.703835971,0.492763666,0.210158852,0.042284552,0.048311397,0.129025556,0.214894099,0.277710934,0.312902545,0.338078598,0.352246598,0.357324105,0.363651644,0.359471723,0.353031706,0.346640702,0.335656082,0.331426217,0.32270355,0.311944616,0.300034092,0.294230155,0.284417839,0.275216213,0.263041061,0.255443535,0.244178584,0.235253032,0.229944082,0.222134181,0.213835815,0.208145769,0.200071163,0.191103775,0.183606819,0.180231893,0.172572406,0.172611466,0.163879746,0.156646892,0.150057883,0.147135604,0.143532178,0.143447642,0.134558028,0.131617775,0.127230208,0.121811745,0.118377455,0.115919861,0.11125045,0.104587191,0.103967727,0.104124975,0.097841156,0.099259741,0.094852925,0.092712709,0.087601633,0.085797059,0.083382428,0.086627416,0.081549438,0.075781415,0.077655573,0.070847939,0.069260672,0.070468454,0.07108741,0.068839074,0.067434943,0.064512302,0.068009214,0.061330394,0.062087802,0.057359972,0.061302937,0.059274204,0.056915153,0.059440931,0.054400161,0.055300354,0.052769323,0.051009058,0.051939622,0.049024645,0.048673502,0.045431512,0.045879765,0.043579605,0.041765258,0.040850725,0.045348613,0.040131404,0.045618462
0.744870265,0.776035408,0.625169727,0.353050771,0.099839515,0.009091543,0.054243306,0.147097823,0.231632793,0.281848491,0.320436235,0.347191101,0.357041101,0.368208601,0.366146921,0.366596043,0.360081947,0.352878275,0.350477798,0.343779348,0.333568868,0.319907427,0.316135721,0.310622861,0.29990725,0.286957951,0.279487185,0.268569486,0.258825791,0.254058394,0.246124466,0.23645208,0.231724824,0.220792516,0.212435426,0.203465763,0.203817114,0.194566756,0.194899412,0.183920576,0.174835445,0.169400521,0.166799561,0.160374838,0.161836352,0.152007951,0.148204245,0.14173456,0.141142523,0.133864459,0.134845115,0.13071464,0.121173988,0.119638871,0.118650267,0.111242804,0.113339635,0.109104431,0.105550927,0.102245157,0.097647281,0.095588011,0.101393125,0.093783618,0.088159609,0.091047043,0.081500019,0.081734086,0.081766941,0.083628213,0.077556561,0.077800407,0.075276666,0.07830993,0.07103159,0.072330254,0.066923506,0.069189631,0.070021194,0.063703046,0.070304157,0.064744892,0.065280539,0.06283562,0.060991016,0.060677423,0.058325473,0.05477624,0.052899267,0.052692277,0.051381273,0.046652367,0.048629768,0.053568451,0.04667638,0.054700685
0.68640784,0.79485124,0.706593051,0.494085953,0.203144263,0.016861179,0.004608951,0.084711115,0.181235618,0.245698563,0.296903412,0.336231672,0.350948302,0.365417963,0.367775351,0.375640848,0.368459741,0.367626699,0.36442044,0.358952592,0.350841593,0.338398143,0.33466572,0.333192678,0.321563161,0.307887861,0.301534579,0.293579164,0.280500848,0.275891511,0.268074441,0.257711166,0.252930496,0.240899439,0.234334173,0.223029282,0.225890574,0.21711478,0.213744512,0.202431234,0.19368508,0.189450719,0.186593834,0.177263485,0.17793982,0.170795258,0.164044346,0.156233293,0.160759673,0.149525907,0.153245756,0.1505958,0.139924822,0.135740134,0.133333716,0.125409523,0.126672851,0.122800622,0.118960452,0.117052254,0.111181728,0.108522218,0.115240215,0.106876212,0.102457953,0.104044995,0.094917833,0.095902833,0.093627245,0.095027611,0.086496373,0.088584904,0.08633016,0.08753748,0.081405741,0.082334495,0.077916773,0.076929503,0.079411392,0.070446997,0.079328474,0.07486397,0.074773497,0.073122572,0.070346579,0.068827178,0.067021216,0.061364826,0.060560158,0.060214887,0.059594669,0.053190626,0.05778777,0.061162348,0.053572009,0.061976266
0.567818221,0.771309483,0.739449369,0.603433461,0.329350212,0.078772709,-0.002754498,0.041382911,0.132605536,0.207483895,0.268515055,0.319042449,0.339291671,0.35621282,0.366057026,0.379972751,0.373389567,0.37899152,0.374721421,0.367811791,0.364132839,0.356871748,0.351246352,0.351003998,0.339022157,0.325924907,0.321060821,0.31818691,0.300366105,0.295556231,0.288104073,0.277389552,0.271834104,0.261307563,0.256580036,0.243247021,0.245421417,0.239197365,0.230059547,0.220035776,0.213758472,0.209418658,0.206191168,0.196095476,0.193005381,0.191220274,0.181180982,0.172751343,0.178944997,0.165544074,0.169977274,0.168752103,0.15949973,0.151812585,0.149380797,0.140577649,0.13983308,0.136099059,0.133244549,0.13088482,0.126510503,0.121808774,0.127808319,0.12082439,0.11764284,0.116414854,0.110711803,0.109890188,0.10600998,0.104660319,0.097084553,0.100252991,0.097250722,0.096466149,0.093033025,0.092484118,0.089673106,0.08605392,0.087009635,0.079198761,0.086611668,0.084438317,0.083237882,0.082288562,0.078104305,0.076118891,0.074423752,0.069543199,0.068879442,0.069013161,0.067389505,0.062439796,0.06770274,0.068484005,0.06056431,0.067308207
0.39533381,0.723981415,0.741203099,0.664999812,0.455122381,0.190314912,0.03781398,0.024111467,0.089473642,0.16863828,0.235496947,0.296387363,0.322646458,0.342039885,0.362687252,0.380263083,0.376628131,0.386521174,0.383410157,0.371047495,0.374638517,0.376317152,0.36764744,0.364581564,0.352089664,0.341551201,0.337808304,0.341549754,0.318634772,0.313493004,0.306639908,0.295183765,0.289165416,0.28251204,0.278425589,0.264470246,0.262177985,0.260257729,0.245876099,0.237154561,0.235018575,0.228115222,0.225218272,0.218333917,0.208506364,0.213195762,0.201377015,0.192490653,0.194231873,0.181668364,0.184166227,0.183670262,0.178144564,0.167418289,0.167655536,0.156295912,0.153132927,0.149266805,0.148320651,0.143006345,0.143204141,0.134877971,0.139255021,0.13538775,0.132270789,0.128346075,0.127862462,0.121838499,0.118712643,0.112372514,0.110177086,0.113007985,0.10756357,0.105878977,0.10616779,0.103031783,0.101355645,0.097787932,0.092807998,0.091477578,0.093005941,0.093582926,0.090340233,0.089338039,0.083696954,0.082300396,0.08020048,0.079944198,0.078205836,0.079297403,0.073847273,0.074656978,0.077749065,0.076298844,0.067307144,0.071343028
0.366056476,0.104825628,0.013172641,0.159740756,0.314767463,0.393158829,0.431549009,0.448722955,0.456917662,0.450646376,0.443529021,0.430993738,0.419159245,0.407354798,0.387426082,0.376779484,0.362966262,0.346701499,0.334559535,0.326262147,0.3092588,0.290537692,0.28042706,0.272615269,0.260916502,0.251942023,0.237498944,0.22392264,0.223316285,0.212349058,0.204000451,0.194982954,0.190432299,0.178208407,0.171146276,0.168022352,0.163906691,0.155033795,0.154175426,0.147412344,0.136652027,0.134681095,0.13004261,0.123744188,0.123266224,0.114056924,0.112185954,0.108183489,0.110141578,0.104189101,0.105252862,0.10197997,0.094620884,0.091170149,0.087446721,0.088486727,0.086721485,0.084744876,0.079106784,0.080442776,0.073671797,0.072836939,0.073237111,0.068105919,0.070783045,0.065849843,0.0624799,0.06456879,0.061599546,0.064320256,0.058049288,0.05851741,0.058325884,0.058073495,0.052922718,0.053196118,0.049887269,0.04828973,0.051090789,0.045953758,0.042728543,0.048250669,0.048066558,0.044375964,0.045992583,0.043036988,0.042996879,0.038055125,0.04269269,0.040795367,0.040918649,0.038914753,0.039922999,0.034490475,0.034252484,0.034469007
0.519533224,0.277034954,0.057604769,0.068068995,0.201084674,0.319699665,0.392369148,0.428705716,0.447888979,0.45097813,0.449159323,0.445640041,0.43791474,0.428824802,0.414252944,0.401887284,0.389546479,0.374698554,0.363820729,0.354199382,0.338444625,0.320620904,0.310484229,0.302382987,0.289978384,0.27973185,0.266557138,0.252548107,0.247981557,0.23852496,0.229374124,0.220151531,0.214947324,0.203563358,0.192743829,0.188665504,0.184632929,0.176993893,0.174952233,0.165515782,0.15727302,0.152827777,0.148727616,0.141236861,0.142205653,0.134229781,0.128775862,0.124331586,0.125143453,0.118761903,0.117830607,0.114198804,0.10654477,0.104978225,0.100110047,0.100229598,0.098094909,0.098223754,0.092656001,0.093413647,0.088561543,0.086409399,0.083411758,0.080036779,0.080523175,0.074629661,0.07297007,0.075257565,0.069213462,0.072309577,0.067331627,0.066889468,0.066470575,0.066416216,0.059424663,0.058808348,0.060174182,0.058716678,0.057914335,0.054273367,0.049458407,0.055741237,0.053878865,0.052238506,0.051604698,0.047886296,0.049032539,0.044650094,0.047888779,0.045943138,0.045531968,0.045955343,0.045896198,0.039722915,0.039324899,0.039511081
0.616972958,0.447864138,0.161516058,0.028750892,0.0946271,0.228954995,0.334102303,0.395725188,0.429291078,0.444442166,0.449562625,0.452587235,0.449895822,0.444868276,0.434861399,0.422302723,0.412795632,0.398148694,0.389005322,0.37824366,0.364151274,0.34847955,0.338310581,0.32771645,0.315912823,0.305272985,0.293174199,0.278969776,0.272338104,0.26328047,0.253645788,0.244617376,0.238003713,0.228262332,0.215984796,0.210911815,0.205029602,0.197760701,0.195392162,0.185428981,0.178089374,0.171708711,0.167159497,0.161202358,0.161239919,0.153138215,0.147024971,0.142760428,0.139709057,0.134671775,0.130990379,0.126702854,0.119722161,0.118976799,0.115100035,0.113378774,0.111190213,0.111002739,0.106065879,0.104300858,0.10150963,0.098449908,0.09459646,0.091981658,0.089919075,0.084851185,0.083159536,0.083838852,0.078936328,0.080548384,0.077362144,0.075998081,0.074229472,0.074965101,0.06814703,0.066769712,0.068664505,0.068778456,0.065448679,0.063442453,0.05827139,0.06255563,0.060893159,0.05916434,0.057452081,0.054811898,0.054668767,0.052808348,0.053275547,0.051865841,0.050666764,0.052724092,0.050776299,0.046204842,0.045871929,0.045718559
0.645832183,0.578618794,0.295994227,0.053954534,0.025738879,0.140914931,0.265113104,0.352256309,0.403083325,0.431756541,0.445474871,0.454036313,0.45676517,0.45657482,0.449763311,0.439138032,0.432853226,0.418014059,0.410875299,0.399996627,0.38733071,0.37341372,0.36369663,0.350538296,0.339760316,0.329362109,0.317761631,0.303275518,0.296641712,0.28709421,0.277231016,0.268375126,0.260390666,0.251741617,0.239794128,0.233898889,0.225963023,0.217942568,0.216156509,0.206650909,0.198472701,0.191187373,0.185583519,0.182113225,0.180228205,0.170648286,0.165983577,0.161891618,0.154849432,0.151432945,0.145564634,0.140626158,0.13426705,0.133545514,0.131270862,0.127570802,0.125576363,0.123725372,0.119127524,0.114800478,0.112906887,0.109684993,0.106982255,0.10380444,0.099586477,0.096652503,0.093138167,0.091884719,0.090313514,0.089912626,0.087664821,0.08566224,0.082365206,0.083849469,0.07840126,0.07657928,0.076190702,0.078032617,0.074136347,0.072702864,0.068682115,0.069547886,0.069019784,0.06588321,0.064289747,0.063253069,0.060820748,0.061429373,0.059278421,0.058306631,0.056713427,0.058880841,0.055437144,0.053610761,0.053423732,0.053034808
0.602530652,0.650231757,0.429361688,0.134069959,0.009707057,0.072450763,0.195409695,0.30194845,0.370896923,0.413892055,0.437481838,0.451360046,0.459328706,0.463406419,0.458979651,0.452742789,0.449178475,0.435315351,0.428847736,0.418908335,0.407724678,0.395565655,0.385924138,0.371130644,0.361499372,0.351809961,0.34026274,0.326386389,0.32068046,0.309545981,0.299659357,0.291070713,0.28170207,0.27362861,0.263923988,0.257191134,0.24723708,0.238275182,0.236091367,0.228045024,0.218374784,0.211342797,0.204073645,0.203103368,0.197883033,0.18711805,0.184589379,0.180725806,0.170885714,0.168665628,0.161321692,0.156343538,0.150736875,0.148762835,0.147926604,0.142646789,0.14046715,0.136268648,0.132005713,0.125634723,0.123569132,0.120675641,0.119931693,0.115591378,0.110297447,0.109528631,0.103883144,0.100708781,0.103107329,0.099999861,0.097651555,0.095722632,0.091011025,0.092362325,0.089710066,0.087410301,0.083531651,0.086104262,0.083371778,0.081313152,0.079586671,0.076778082,0.077958257,0.072905881,0.072034441,0.072564903,0.067393982,0.069988758,0.065766304,0.065119587,0.063726547,0.064669265,0.06057561,0.061328502,0.061757055,0.06063819
0.491780142,0.660602279,0.535120984,0.245561054,0.046912477,0.035679805,0.135437593,0.249298378,0.33368622,0.391429632,0.425519873,0.444450327,0.45744741,0.463881748,0.462238447,0.462518351,0.460930262,0.450362009,0.442012462,0.433183434,0.424347624,0.415549014,0.404236473,0.38854139,0.380188717,0.372014012,0.360306027,0.349187419,0.344004509,0.32996228,0.32020432,0.31221569,0.300987485,0.293842639,0.288416106,0.280718844,0.267930648,0.259028806,0.253333415,0.248504592,0.23812586,0.23223301,0.222614796,0.223861315,0.212815516,0.203182349,0.202304009,0.198991598,0.187531508,0.186106319,0.177549664,0.173387974,0.169651964,0.164483455,0.164873706,0.158627485,0.155181631,0.14821376,0.145086444,0.136769888,0.134461447,0.131774894,0.132372738,0.127501268,0.12267533,0.122622803,0.116606762,0.111038279,0.117145899,0.10983018,0.107096375,0.106167267,0.100028549,0.099750313,0.101866977,0.098546102,0.091251223,0.092937061,0.092053152,0.089026419,0.089700816,0.08382085,0.087217037,0.080347381,0.080064028,0.082126032,0.073808358,0.078456341,0.072481552,0.072357082,0.071488379,0.070774964,0.066554587,0.068686987,0.070662364,0.067370958
0.47574742,0.228922522,0.03284592,0.081022523,0.229119466,0.337319311,0.395683234,0.422170131,0.435299385,0.4357095,0.431630127,0.424776324,0.41475504,0.404014626,0.389543919,0.377634354,0.363842232,0.351033177,0.33673901,0.32755478,0.312583054,0.297152431,0.285904018,0.277666149,0.266773976,0.255533477,0.24408051,0.232741621,0.226151162,0.216639146,0.208204692,0.200292229,0.194317349,0.184730356,0.176577932,0.17128249,0.166894344,0.160978352,0.155963281,0.149043797,0.142429776,0.138730442,0.134076416,0.127526868,0.126244597,0.120938176,0.114823313,0.111723808,0.112586276,0.106969401,0.105455617,0.103153068,0.097058505,0.094003439,0.089657364,0.090059927,0.087370239,0.086615289,0.082683186,0.082676976,0.078950137,0.076706939,0.074218936,0.071692252,0.072797619,0.066577134,0.066334242,0.067453327,0.062299606,0.06372863,0.059784076,0.059626376,0.059072128,0.058303384,0.053382473,0.05258547,0.053508917,0.051346444,0.050731936,0.047612895,0.043379223,0.048914129,0.048017062,0.046517024,0.045560897,0.04293389,0.043056968,0.040118894,0.042247677,0.041308701,0.040927397,0.041046747,0.041118723,0.035142532,0.035352478,0.034314227
0.600466934,0.407284551,0.132908628,0.036198508,0.121633774,0.249796653,0.341349383,0.391748306,0.418898942,0.429985559,0.432979926,0.432782698,0.42821705,0.421723237,0.411337799,0.398729957,0.388077547,0.37477513,0.363326573,0.353098988,0.33928206,0.324947558,0.314082172,0.30381884,0.293018354,0.281921885,0.270844758,0.258318622,0.250758953,0.241794833,0.232731706,0.224627328,0.217829601,0.20917599,0.198567484,0.19308328,0.187149336,0.181154721,0.176976852,0.168741579,0.162655092,0.156846836,0.152277601,0.146502333,0.145496375,0.139305084,0.132733948,0.129453783,0.126926073,0.122328011,0.118663789,0.11515167,0.109183611,0.107550594,0.103968385,0.102821338,0.100416546,0.099696153,0.0960316,0.094004773,0.091877999,0.088843603,0.085149818,0.083209717,0.081851634,0.076284408,0.075806077,0.076100285,0.071308624,0.072233582,0.069679091,0.068640245,0.067041853,0.067381773,0.061346737,0.060105952,0.061903135,0.061610627,0.058460868,0.056725979,0.051837004,0.055970565,0.054927687,0.053535827,0.051603864,0.049501734,0.049039162,0.047626694,0.047819429,0.047035459,0.045850541,0.047511097,0.045905233,0.041300257,0.041094098,0.040555423
